ulpin,compensation_gap_index,compensation_gap_band,compensation_gap_reason,litigation_propensity_score,litigation_propensity_band,litigation_propensity_reason,heir_claim_count,undocumented_claims,contested_claims,share_total_pct,succession_risk_band,succession_reason
36-011-019-414535,52.52,Medium,Compensation sanctioned is 46% below the circle-rate benchmark,54.58,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-020-139805,53.4,Medium,Only 9% of the sanctioned award has actually been disbursed,80.68,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-020-606190,54.99,Medium,Compensation sanctioned is 27% below the circle-rate benchmark,23.22,Low,Dispute at Filed with 1 matter(s) on file,4,0,1,100.0,High,Competing heirship claims over the same parcel
36-011-020-735729,20.84,Low,Compensation is close to the circle-rate benchmark and largely disbursed,61.46,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,2,1,1,94.8,High,Competing heirship claims over the same parcel
36-011-021-000186,35.53,Medium,Only 48% of the sanctioned award has actually been disbursed,40.14,Medium,Dispute at Under Hearing with 2 matter(s) on file,4,0,1,90.9,High,Competing heirship claims over the same parcel
36-011-021-472394,40.05,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,41.97,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-021-962044,59.06,Medium,Compensation sanctioned is 29% below the circle-rate benchmark,35.4,Medium,Dispute at Filed with 1 matter(s) on file,2,1,0,99.1,Medium,1 heir claim(s) without documentary proof — mutation not established
36-011-023-761008,40.27,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,44.49,Medium,Dispute at Under Hearing with 2 matter(s) on file,2,0,0,100.0,Low,All heirship claims documented
36-011-024-060933,19.57,Low,Compensation is close to the circle-rate benchmark and largely disbursed,60.82,Medium,Dispute at Under Hearing with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-011-024-925542,37.11,Medium,Only 31% of the sanctioned award has actually been disbursed,12.41,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-002-560534,31.56,Low,Compensation is close to the circle-rate benchmark and largely disbursed,44.42,Medium,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-003-705316,32.54,Low,Only 40% of the sanctioned award has actually been disbursed,26.08,Low,Dispute at Filed with 1 matter(s) on file,3,2,0,90.9,Medium,2 heir claim(s) without documentary proof — mutation not established
36-019-003-782215,72.26,High,Compensation sanctioned is 55% below the circle-rate benchmark,49.09,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-005-718976,49.76,Medium,Only 31% of the sanctioned award has actually been disbursed,35.31,Medium,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-006-179929,41.26,Medium,Only 33% of the sanctioned award has actually been disbursed,51.25,Medium,Dispute at Under Hearing with 3 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
36-019-006-621721,43.13,Medium,Compensation sanctioned is 32% below the circle-rate benchmark,52.72,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-007-248099,59.11,Medium,Compensation sanctioned is 46% below the circle-rate benchmark,5.03,Low,"Clear title, no live litigation on record",4,2,1,100.0,High,Competing heirship claims over the same parcel
36-019-008-500438,54.0,Medium,Compensation sanctioned is 25% below the circle-rate benchmark,65.72,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,3,1,0,89.2,Medium,1 heir claim(s) without documentary proof — mutation not established
36-019-008-658064,53.71,Medium,Compensation sanctioned is 41% below the circle-rate benchmark,28.96,Low,Dispute at Filed with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-008-771013,24.12,Low,Compensation sanctioned is 27% below the circle-rate benchmark,32.19,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-008-919095,66.62,High,Compensation sanctioned is 34% below the circle-rate benchmark,38.97,Medium,Dispute at Filed with 3 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
36-019-009-063906,61.51,Medium,Compensation sanctioned is 44% below the circle-rate benchmark,30.89,Low,Dispute at Under Hearing with 1 matter(s) on file,3,1,1,100.0,High,Competing heirship claims over the same parcel
36-019-009-327811,49.51,Medium,Compensation sanctioned is 37% below the circle-rate benchmark,31.4,Low,Dispute at Filed with 3 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-009-348048,45.81,Medium,Only 22% of the sanctioned award has actually been disbursed,6.2,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-009-582253,65.2,Medium,Only 6% of the sanctioned award has actually been disbursed,5.29,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-009-659671,44.76,Medium,Compensation sanctioned is 41% below the circle-rate benchmark,36.92,Medium,Dispute at Under Hearing with 4 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-010-992795,50.19,Medium,Compensation sanctioned is 39% below the circle-rate benchmark,68.09,High,Dispute at Under Hearing with 3 matter(s) on file,3,1,0,90.1,Medium,1 heir claim(s) without documentary proof — mutation not established
36-019-011-175224,34.39,Medium,Only 44% of the sanctioned award has actually been disbursed,28.55,Low,Dispute at Filed with 1 matter(s) on file,2,1,0,100.0,Medium,1 heir claim(s) without documentary proof — mutation not established
36-019-011-773030,49.45,Medium,Only 14% of the sanctioned award has actually been disbursed,6.47,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-012-013398,68.41,High,Compensation sanctioned is 49% below the circle-rate benchmark,8.82,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-012-035966,83.82,High,Compensation sanctioned is 61% below the circle-rate benchmark,48.1,Medium,Dispute at Filed with 5 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-014-555270,67.32,High,Compensation sanctioned is 41% below the circle-rate benchmark,40.81,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-015-490823,78.11,High,Compensation sanctioned is 57% below the circle-rate benchmark,68.03,High,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-015-521734,18.99,Low,Compensation is close to the circle-rate benchmark and largely disbursed,30.9,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-016-850029,37.34,Medium,Compensation sanctioned is 31% below the circle-rate benchmark,11.0,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-016-909493,39.1,Medium,Compensation sanctioned is 36% below the circle-rate benchmark,72.83,High,Dispute at Under Hearing with 6 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-018-438600,82.23,High,Compensation sanctioned is 59% below the circle-rate benchmark,36.87,Medium,Dispute at Filed with 1 matter(s) on file,3,0,1,80.1,High,Competing heirship claims over the same parcel
36-019-019-376825,26.22,Low,Only 34% of the sanctioned award has actually been disbursed,7.76,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-019-395879,21.3,Low,Compensation is close to the circle-rate benchmark and largely disbursed,28.27,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-019-608716,55.6,Medium,Compensation sanctioned is 42% below the circle-rate benchmark,21.12,Low,"Clear title, no live litigation on record",3,0,1,100.0,High,Competing heirship claims over the same parcel
36-019-019-740318,62.02,Medium,Compensation sanctioned is 35% below the circle-rate benchmark,26.27,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-020-135512,51.84,Medium,Compensation sanctioned is 34% below the circle-rate benchmark,24.64,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-019-021-048525,34.1,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,31.15,Low,Dispute at Filed with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-001-200502,37.2,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,40.9,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-001-557523,74.65,High,Compensation sanctioned is 46% below the circle-rate benchmark,38.08,Medium,Dispute at Filed with 2 matter(s) on file,4,1,1,100.0,High,Competing heirship claims over the same parcel
36-027-001-845549,66.12,High,Compensation sanctioned is 51% below the circle-rate benchmark,42.54,Medium,Dispute at Under Hearing with 1 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
36-027-002-466005,72.8,High,Compensation sanctioned is 57% below the circle-rate benchmark,33.07,Medium,Dispute at Under Hearing with 2 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-002-641401,51.38,Medium,Only 35% of the sanctioned award has actually been disbursed,65.62,Medium,Dispute at Under Hearing with 4 matter(s) on file,4,3,0,94.7,Medium,3 heir claim(s) without documentary proof — mutation not established
36-027-003-562673,33.22,Medium,Only 50% of the sanctioned award has actually been disbursed,34.15,Medium,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-004-601436,62.32,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,31.38,Low,Dispute at Under Hearing with 1 matter(s) on file,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-006-464235,27.08,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.27,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-006-486547,33.02,Medium,Compensation is close to the circle-rate benchmark and largely disbursed,5.37,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-006-854589,67.84,High,Compensation sanctioned is 47% below the circle-rate benchmark,32.82,Low,Dispute at Under Hearing with 2 matter(s) on file,1,0,0,84.6,Low,All heirship claims documented
36-027-007-288778,29.39,Low,Compensation is close to the circle-rate benchmark and largely disbursed,5.92,Low,"Clear title, no live litigation on record",0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-009-400358,44.44,Medium,Only 45% of the sanctioned award has actually been disbursed,43.16,Medium,Dispute at Under Hearing with 2 matter(s) on file,1,0,0,100.0,Low,All heirship claims documented
36-027-009-512307,55.0,Medium,Compensation sanctioned is 30% below the circle-rate benchmark,48.21,Medium,A court stay is in force — the acquisition cannot proceed until it is vacated,0,0,0,0.0,Not Applicable,No heirship claim on file for this parcel
36-027-010-336564,45.06,Medium,Only 4% of the sanctioned award has actually been disbursed,27.42,Low,Dispute at Under Hearing with 1 matter(s) on file,2,0,0,91.7,Low,All heirship claims documented
36-027-010-345877,58.15,Medium,Compensation sanctioned is 48% below the circle-rate benchmark,48.61,Medium,Dispute at Filed with 5 matter(s) on file,4,1,0,94.1,Medium,1 heir claim(s) without documentary proof — mutation not established
